County,Month,Year,Deaths,AgeGroup
Dakota,7,2008,16,45-54
Dakota,8,2008,15,45-54
Dakota,9,2008,14,45-54
Dakota,12,2008,12,45-54
Hennepin,1,2008,45,45-54
Hennepin,2,2008,48,45-54
Hennepin,3,2008,44,45-54
Hennepin,4,2008,50,45-54
Hennepin,5,2008,56,45-54
Hennepin,6,2008,60,45-54
Hennepin,7,2008,57,45-54
Hennepin,8,2008,60,45-54
Hennepin,9,2008,49,45-54
Hennepin,10,2008,33,45-54
Hennepin,11,2008,41,45-54
Hennepin,12,2008,47,45-54
Olmsted,12,2008,10,45-54
Ramsey,1,2008,28,45-54
Ramsey,2,2008,10,45-54
Ramsey,3,2008,23,45-54
Ramsey,4,2008,11,45-54
Ramsey,5,2008,24,45-54
Ramsey,6,2008,17,45-54
Ramsey,7,2008,19,45-54
Ramsey,8,2008,29,45-54
Ramsey,9,2008,14,45-54
Ramsey,10,2008,20,45-54
Ramsey,11,2008,21,45-54
Ramsey,12,2008,23,45-54
St. Louis,1,2008,13,45-54
St. Louis,2,2008,15,45-54
St. Louis,3,2008,10,45-54
St. Louis,5,2008,10,45-54
St. Louis,6,2008,10,45-54
St. Louis,9,2008,11,45-54
St. Louis,10,2008,14,45-54
St. Louis,11,2008,12,45-54
St. Louis,12,2008,13,45-54
Washington,4,2008,10,45-54
Washington,7,2008,10,45-54
Washington,8,2008,12,45-54
Washington,11,2008,11,45-54
Anoka,1,2008,16,55-64
Anoka,2,2008,16,55-64
Anoka,3,2008,24,55-64
Anoka,4,2008,15,55-64
Anoka,5,2008,27,55-64
Anoka,6,2008,21,55-64
Anoka,7,2008,14,55-64
Anoka,8,2008,17,55-64
Anoka,9,2008,21,55-64
Anoka,10,2008,17,55-64
Anoka,12,2008,17,55-64
Crow Wing,8,2008,10,55-64
Dakota,1,2008,13,55-64
Dakota,2,2008,11,55-64
Dakota,3,2008,20,55-64
Dakota,4,2008,25,55-64
Dakota,5,2008,21,55-64
Dakota,6,2008,15,55-64
Dakota,7,2008,18,55-64
Dakota,8,2008,17,55-64
Dakota,9,2008,18,55-64
Dakota,10,2008,10,55-64
Dakota,11,2008,26,55-64
Dakota,12,2008,20,55-64
Hennepin,1,2008,66,55-64
Hennepin,2,2008,58,55-64
Hennepin,3,2008,66,55-64
Hennepin,4,2008,79,55-64
Hennepin,5,2008,80,55-64
Hennepin,6,2008,67,55-64
Hennepin,7,2008,71,55-64
Hennepin,8,2008,58,55-64
Hennepin,9,2008,67,55-64
Hennepin,10,2008,65,55-64
Hennepin,11,2008,64,55-64
Hennepin,12,2008,83,55-64
Olmsted,2,2008,12,55-64
Olmsted,11,2008,11,55-64
Ramsey,1,2008,36,55-64
Ramsey,2,2008,48,55-64
Ramsey,3,2008,41,55-64
Ramsey,4,2008,29,55-64
Ramsey,5,2008,41,55-64
Ramsey,6,2008,22,55-64
Ramsey,7,2008,38,55-64
Ramsey,8,2008,38,55-64
Ramsey,9,2008,33,55-64
Ramsey,10,2008,25,55-64
Ramsey,11,2008,34,55-64
Ramsey,12,2008,38,55-64
St. Louis,1,2008,11,55-64
St. Louis,2,2008,19,55-64
St. Louis,3,2008,21,55-64
St. Louis,4,2008,15,55-64
St. Louis,5,2008,19,55-64
St. Louis,6,2008,19,55-64
St. Louis,7,2008,11,55-64
St. Louis,8,2008,19,55-64
St. Louis,9,2008,20,55-64
St. Louis,10,2008,24,55-64
St. Louis,11,2008,25,55-64
St. Louis,12,2008,17,55-64
Stearns,1,2008,13,55-64
Stearns,2,2008,15,55-64
Washington,1,2008,14,55-64
Washington,3,2008,15,55-64
Washington,4,2008,15,55-64
Washington,5,2008,12,55-64
Washington,6,2008,11,55-64
Washington,8,2008,13,55-64
Washington,10,2008,10,55-64
Washington,11,2008,14,55-64
Washington,12,2008,16,55-64
Anoka,1,2008,27,65-74
Anoka,2,2008,23,65-74
Anoka,3,2008,33,65-74
Anoka,4,2008,33,65-74
Anoka,5,2008,29,65-74
Anoka,6,2008,26,65-74
Anoka,7,2008,18,65-74
Anoka,8,2008,37,65-74
Anoka,9,2008,21,65-74
Anoka,10,2008,27,65-74
Anoka,11,2008,26,65-74
Anoka,12,2008,25,65-74
Becker,10,2008,10,65-74
Beltrami,12,2008,11,65-74
Blue Earth,2,2008,10,65-74
Crow Wing,1,2008,15,65-74
Crow Wing,2,2008,11,65-74
Crow Wing,3,2008,11,65-74
Crow Wing,5,2008,13,65-74
Crow Wing,6,2008,10,65-74
Crow Wing,9,2008,10,65-74
Dakota,1,2008,21,65-74
Dakota,2,2008,23,65-74
Dakota,3,2008,23,65-74
Dakota,4,2008,31,65-74
Dakota,5,2008,26,65-74
Dakota,6,2008,19,65-74
Dakota,7,2008,23,65-74
Dakota,8,2008,36,65-74
Dakota,9,2008,17,65-74
Dakota,10,2008,23,65-74
Dakota,11,2008,19,65-74
Dakota,12,2008,26,65-74
Hennepin,1,2008,109,65-74
Hennepin,2,2008,82,65-74
Hennepin,3,2008,107,65-74
Hennepin,4,2008,87,65-74
Hennepin,5,2008,67,65-74
Hennepin,6,2008,90,65-74
Hennepin,7,2008,93,65-74
Hennepin,8,2008,68,65-74
Hennepin,9,2008,73,65-74
Hennepin,10,2008,83,65-74
Hennepin,11,2008,76,65-74
Hennepin,12,2008,77,65-74
Itasca,9,2008,10,65-74
Itasca,10,2008,10,65-74
Olmsted,1,2008,12,65-74
Olmsted,2,2008,13,65-74
Olmsted,7,2008,11,65-74
Olmsted,11,2008,11,65-74
Olmsted,12,2008,12,65-74
Ramsey,1,2008,58,65-74
Ramsey,2,2008,42,65-74
Ramsey,3,2008,50,65-74
Ramsey,4,2008,27,65-74
Ramsey,5,2008,39,65-74
Ramsey,6,2008,31,65-74
Ramsey,7,2008,44,65-74
Ramsey,8,2008,43,65-74
Ramsey,9,2008,40,65-74
Ramsey,10,2008,53,65-74
Ramsey,11,2008,42,65-74
Ramsey,12,2008,41,65-74
St. Louis,1,2008,22,65-74
St. Louis,2,2008,20,65-74
St. Louis,3,2008,30,65-74
St. Louis,4,2008,21,65-74
St. Louis,5,2008,35,65-74
St. Louis,6,2008,21,65-74
St. Louis,7,2008,28,65-74
St. Louis,8,2008,23,65-74
St. Louis,9,2008,28,65-74
St. Louis,10,2008,25,65-74
St. Louis,11,2008,29,65-74
St. Louis,12,2008,26,65-74
Scott,4,2008,10,65-74
Stearns,3,2008,16,65-74
Stearns,4,2008,10,65-74
Stearns,6,2008,10,65-74
Stearns,7,2008,14,65-74
Stearns,10,2008,13,65-74
Stearns,11,2008,11,65-74
Washington,1,2008,17,65-74
Washington,3,2008,29,65-74
Washington,4,2008,11,65-74
Washington,5,2008,15,65-74
Washington,6,2008,24,65-74
Washington,7,2008,15,65-74
Washington,8,2008,19,65-74
Washington,9,2008,12,65-74
Washington,10,2008,15,65-74
Washington,11,2008,11,65-74
Washington,12,2008,13,65-74
Winona,1,2008,10,65-74
Winona,4,2008,10,65-74
Wright,1,2008,11,65-74
Wright,2,2008,10,65-74
Wright,4,2008,10,65-74
Wright,5,2008,10,65-74
Wright,7,2008,10,65-74
Wright,10,2008,10,65-74
Wright,11,2008,12,65-74
Anoka,1,2008,37,75-84
Anoka,2,2008,34,75-84
Anoka,3,2008,39,75-84
Anoka,4,2008,34,75-84
Anoka,5,2008,29,75-84
Anoka,6,2008,21,75-84
Anoka,7,2008,32,75-84
Anoka,8,2008,27,75-84
Anoka,9,2008,21,75-84
Anoka,10,2008,38,75-84
Anoka,11,2008,31,75-84
Anoka,12,2008,41,75-84
Becker,5,2008,11,75-84
Becker,11,2008,12,75-84
Becker,12,2008,12,75-84
Beltrami,3,2008,11,75-84
Beltrami,12,2008,14,75-84
Benton,4,2008,13,75-84
Blue Earth,3,2008,11,75-84
Blue Earth,5,2008,12,75-84
Blue Earth,10,2008,10,75-84
Carlton,2,2008,11,75-84
Carlton,3,2008,16,75-84
Carlton,5,2008,10,75-84
Carlton,10,2008,10,75-84
Carlton,12,2008,10,75-84
Carver,4,2008,11,75-84
Carver,7,2008,17,75-84
Carver,10,2008,10,75-84
Carver,12,2008,15,75-84
Chisago,3,2008,11,75-84
Chisago,6,2008,18,75-84
Clay,2,2008,14,75-84
Clay,3,2008,11,75-84
Clay,5,2008,12,75-84
Clay,6,2008,10,75-84
Clay,9,2008,11,75-84
Clay,11,2008,11,75-84
Clay,12,2008,11,75-84
Crow Wing,1,2008,19,75-84
Crow Wing,2,2008,12,75-84
Crow Wing,3,2008,15,75-84
Crow Wing,4,2008,16,75-84
Crow Wing,5,2008,10,75-84
Crow Wing,6,2008,10,75-84
Crow Wing,7,2008,11,75-84
Crow Wing,8,2008,10,75-84
Crow Wing,9,2008,15,75-84
Crow Wing,10,2008,14,75-84
Crow Wing,11,2008,16,75-84
Crow Wing,12,2008,12,75-84
Dakota,1,2008,44,75-84
Dakota,2,2008,43,75-84
Dakota,3,2008,45,75-84
Dakota,4,2008,37,75-84
Dakota,5,2008,31,75-84
Dakota,6,2008,32,75-84
Dakota,7,2008,38,75-84
Dakota,8,2008,30,75-84
Dakota,9,2008,35,75-84
Dakota,10,2008,33,75-84
Dakota,11,2008,34,75-84
Dakota,12,2008,41,75-84
Douglas,1,2008,15,75-84
Douglas,3,2008,12,75-84
Douglas,4,2008,10,75-84
Douglas,6,2008,10,75-84
Douglas,7,2008,10,75-84
Douglas,12,2008,11,75-84
Fillmore,5,2008,10,75-84
Fillmore,6,2008,10,75-84
Freeborn,3,2008,10,75-84
Freeborn,4,2008,13,75-84
Goodhue,1,2008,17,75-84
Goodhue,2,2008,11,75-84
Goodhue,4,2008,11,75-84
Goodhue,10,2008,12,75-84
Goodhue,11,2008,13,75-84
Hennepin,1,2008,194,75-84
Hennepin,2,2008,192,75-84
Hennepin,3,2008,186,75-84
Hennepin,4,2008,181,75-84
Hennepin,5,2008,168,75-84
Hennepin,6,2008,167,75-84
Hennepin,7,2008,137,75-84
Hennepin,8,2008,151,75-84
Hennepin,9,2008,153,75-84
Hennepin,10,2008,147,75-84
Hennepin,11,2008,154,75-84
Hennepin,12,2008,208,75-84
Isanti,12,2008,11,75-84
Itasca,2,2008,16,75-84
Itasca,3,2008,13,75-84
Itasca,5,2008,16,75-84
Itasca,6,2008,11,75-84
Itasca,8,2008,10,75-84
Itasca,10,2008,12,75-84
Itasca,11,2008,15,75-84
Itasca,12,2008,19,75-84
Lake,2,2008,10,75-84
Lyon,3,2008,10,75-84
McLeod,3,2008,10,75-84
Mille Lacs,10,2008,14,75-84
Mille Lacs,11,2008,11,75-84
Morrison,2,2008,12,75-84
Mower,3,2008,11,75-84
Mower,4,2008,13,75-84
Mower,5,2008,10,75-84
Mower,6,2008,12,75-84
Mower,7,2008,10,75-84
Mower,9,2008,10,75-84
Mower,12,2008,15,75-84
Olmsted,1,2008,20,75-84
Olmsted,2,2008,17,75-84
Olmsted,3,2008,24,75-84
Olmsted,4,2008,19,75-84
Olmsted,5,2008,22,75-84
Olmsted,6,2008,14,75-84
Olmsted,7,2008,23,75-84
Olmsted,8,2008,19,75-84
Olmsted,9,2008,12,75-84
Olmsted,10,2008,15,75-84
Olmsted,11,2008,19,75-84
Olmsted,12,2008,23,75-84
Otter Tail,1,2008,14,75-84
Otter Tail,2,2008,10,75-84
Otter Tail,3,2008,18,75-84
Otter Tail,4,2008,11,75-84
Otter Tail,5,2008,10,75-84
Otter Tail,6,2008,15,75-84
Otter Tail,7,2008,12,75-84
Otter Tail,8,2008,14,75-84
Otter Tail,9,2008,12,75-84
Otter Tail,10,2008,13,75-84
Otter Tail,11,2008,14,75-84
Otter Tail,12,2008,15,75-84
Pine,8,2008,12,75-84
Polk,7,2008,11,75-84
Polk,11,2008,11,75-84
Polk,12,2008,13,75-84
Ramsey,1,2008,88,75-84
Ramsey,2,2008,100,75-84
Ramsey,3,2008,117,75-84
Ramsey,4,2008,81,75-84
Ramsey,5,2008,63,75-84
Ramsey,6,2008,65,75-84
Ramsey,7,2008,75,75-84
Ramsey,8,2008,69,75-84
Ramsey,9,2008,80,75-84
Ramsey,10,2008,72,75-84
Ramsey,11,2008,74,75-84
Ramsey,12,2008,96,75-84
Renville,5,2008,10,75-84
Rice,2,2008,11,75-84
Rice,3,2008,12,75-84
Rice,5,2008,11,75-84
St. Louis,1,2008,45,75-84
St. Louis,2,2008,53,75-84
St. Louis,3,2008,49,75-84
St. Louis,4,2008,55,75-84
St. Louis,5,2008,35,75-84
St. Louis,6,2008,65,75-84
St. Louis,7,2008,47,75-84
St. Louis,8,2008,47,75-84
St. Louis,9,2008,29,75-84
St. Louis,10,2008,36,75-84
St. Louis,11,2008,34,75-84
St. Louis,12,2008,40,75-84
Scott,1,2008,10,75-84
Scott,2,2008,10,75-84
Scott,6,2008,11,75-84
Scott,7,2008,13,75-84
Scott,8,2008,11,75-84
Scott,9,2008,18,75-84
Scott,10,2008,15,75-84
Scott,11,2008,12,75-84
Scott,12,2008,11,75-84
Sherburne,4,2008,10,75-84
Sherburne,5,2008,10,75-84
Sherburne,6,2008,12,75-84
Sherburne,7,2008,15,75-84
Sherburne,11,2008,11,75-84
Stearns,1,2008,17,75-84
Stearns,2,2008,30,75-84
Stearns,3,2008,23,75-84
Stearns,4,2008,24,75-84
Stearns,5,2008,11,75-84
Stearns,6,2008,14,75-84
Stearns,7,2008,20,75-84
Stearns,8,2008,20,75-84
Stearns,9,2008,19,75-84
Stearns,10,2008,20,75-84
Stearns,11,2008,19,75-84
Stearns,12,2008,22,75-84
Steele,3,2008,10,75-84
Steele,10,2008,12,75-84
Washington,1,2008,42,75-84
Washington,2,2008,30,75-84
Washington,3,2008,30,75-84
Washington,4,2008,35,75-84
Washington,5,2008,19,75-84
Washington,6,2008,28,75-84
Washington,7,2008,29,75-84
Washington,8,2008,23,75-84
Washington,9,2008,28,75-84
Washington,10,2008,26,75-84
Washington,11,2008,31,75-84
Washington,12,2008,28,75-84
Winona,1,2008,14,75-84
Winona,2,2008,10,75-84
Winona,3,2008,10,75-84
Winona,6,2008,12,75-84
Winona,10,2008,14,75-84
Wright,1,2008,14,75-84
Wright,3,2008,16,75-84
Wright,4,2008,15,75-84
Wright,5,2008,13,75-84
Wright,6,2008,18,75-84
Wright,7,2008,11,75-84
Wright,9,2008,18,75-84
Wright,10,2008,10,75-84
Wright,11,2008,10,75-84
Wright,12,2008,12,75-84
Aitkin,1,2008,14,85+
Aitkin,3,2008,11,85+
Aitkin,4,2008,10,85+
Anoka,1,2008,36,85+
Anoka,2,2008,32,85+
Anoka,3,2008,42,85+
Anoka,4,2008,40,85+
Anoka,5,2008,42,85+
Anoka,6,2008,31,85+
Anoka,7,2008,24,85+
Anoka,8,2008,43,85+
Anoka,9,2008,27,85+
Anoka,10,2008,30,85+
Anoka,11,2008,18,85+
Anoka,12,2008,36,85+
Becker,1,2008,13,85+
Becker,2,2008,11,85+
Becker,3,2008,12,85+
Becker,4,2008,13,85+
Becker,5,2008,11,85+
Becker,7,2008,12,85+
Becker,9,2008,11,85+
Becker,10,2008,10,85+
Becker,11,2008,13,85+
Becker,12,2008,10,85+
Beltrami,2,2008,10,85+
Beltrami,3,2008,12,85+
Beltrami,5,2008,12,85+
Beltrami,8,2008,18,85+
Beltrami,10,2008,13,85+
Beltrami,11,2008,13,85+
Benton,1,2008,12,85+
Benton,3,2008,12,85+
Benton,4,2008,15,85+
Benton,5,2008,12,85+
Benton,6,2008,13,85+
Benton,8,2008,11,85+
Benton,10,2008,16,85+
Benton,12,2008,13,85+
Blue Earth,1,2008,15,85+
Blue Earth,2,2008,21,85+
Blue Earth,3,2008,17,85+
Blue Earth,4,2008,13,85+
Blue Earth,5,2008,18,85+
Blue Earth,6,2008,11,85+
Blue Earth,7,2008,15,85+
Blue Earth,8,2008,15,85+
Blue Earth,9,2008,19,85+
Blue Earth,10,2008,14,85+
Blue Earth,11,2008,17,85+
Blue Earth,12,2008,23,85+
Brown,1,2008,18,85+
Brown,2,2008,10,85+
Brown,3,2008,15,85+
Brown,4,2008,19,85+
Brown,5,2008,10,85+
Brown,7,2008,11,85+
Brown,9,2008,10,85+
Brown,10,2008,11,85+
Brown,11,2008,10,85+
Brown,12,2008,16,85+
Carlton,1,2008,12,85+
Carlton,2,2008,12,85+
Carlton,3,2008,13,85+
Carlton,4,2008,11,85+
Carlton,5,2008,14,85+
Carlton,7,2008,10,85+
Carlton,10,2008,14,85+
Carlton,11,2008,11,85+
Carlton,12,2008,13,85+
Carver,1,2008,16,85+
Carver,3,2008,12,85+
Carver,4,2008,18,85+
Carver,6,2008,13,85+
Carver,7,2008,10,85+
Carver,8,2008,10,85+
Carver,9,2008,13,85+
Carver,10,2008,16,85+
Carver,11,2008,12,85+
Carver,12,2008,12,85+
Cass,1,2008,11,85+
Cass,2,2008,10,85+
Cass,10,2008,10,85+
Cass,12,2008,10,85+
Chippewa,4,2008,10,85+
Chippewa,10,2008,10,85+
Chisago,1,2008,17,85+
Chisago,2,2008,15,85+
Chisago,11,2008,11,85+
Chisago,12,2008,11,85+
Clay,1,2008,13,85+
Clay,3,2008,19,85+
Clay,5,2008,14,85+
Clay,6,2008,13,85+
Clay,7,2008,14,85+
Clay,8,2008,11,85+
Clay,9,2008,11,85+
Clay,10,2008,12,85+
Clay,12,2008,13,85+
Cottonwood,5,2008,11,85+
Crow Wing,1,2008,23,85+
Crow Wing,3,2008,17,85+
Crow Wing,4,2008,18,85+
Crow Wing,5,2008,18,85+
Crow Wing,6,2008,14,85+
Crow Wing,7,2008,17,85+
Crow Wing,8,2008,16,85+
Crow Wing,9,2008,17,85+
Crow Wing,10,2008,16,85+
Crow Wing,11,2008,14,85+
Crow Wing,12,2008,20,85+
Dakota,1,2008,46,85+
Dakota,2,2008,48,85+
Dakota,3,2008,63,85+
Dakota,4,2008,45,85+
Dakota,5,2008,59,85+
Dakota,6,2008,44,85+
Dakota,7,2008,54,85+
Dakota,8,2008,47,85+
Dakota,9,2008,41,85+
Dakota,10,2008,55,85+
Dakota,11,2008,59,85+
Dakota,12,2008,52,85+
Douglas,2,2008,18,85+
Douglas,3,2008,12,85+
Douglas,4,2008,12,85+
Douglas,5,2008,13,85+
Douglas,7,2008,16,85+
Douglas,8,2008,13,85+
Douglas,9,2008,12,85+
Douglas,11,2008,10,85+
Douglas,12,2008,13,85+
Faribault,1,2008,13,85+
Faribault,3,2008,11,85+
Faribault,11,2008,10,85+
Fillmore,5,2008,13,85+
Fillmore,11,2008,12,85+
Freeborn,1,2008,19,85+
Freeborn,3,2008,20,85+
Freeborn,4,2008,21,85+
Freeborn,5,2008,12,85+
Freeborn,7,2008,12,85+
Freeborn,8,2008,15,85+
Freeborn,9,2008,10,85+
Freeborn,10,2008,11,85+
Freeborn,11,2008,11,85+
Freeborn,12,2008,15,85+
Goodhue,1,2008,22,85+
Goodhue,2,2008,24,85+
Goodhue,3,2008,19,85+
Goodhue,4,2008,16,85+
Goodhue,5,2008,11,85+
Goodhue,6,2008,13,85+
Goodhue,7,2008,15,85+
Goodhue,8,2008,15,85+
Goodhue,9,2008,12,85+
Goodhue,10,2008,15,85+
Goodhue,11,2008,22,85+
Goodhue,12,2008,22,85+
Hennepin,1,2008,260,85+
Hennepin,2,2008,263,85+
Hennepin,3,2008,290,85+
Hennepin,4,2008,241,85+
Hennepin,5,2008,235,85+
Hennepin,6,2008,187,85+
Hennepin,7,2008,214,85+
Hennepin,8,2008,226,85+
Hennepin,9,2008,217,85+
Hennepin,10,2008,266,85+
Hennepin,11,2008,244,85+
Hennepin,12,2008,299,85+
Isanti,2,2008,10,85+
Isanti,3,2008,16,85+
Isanti,9,2008,15,85+
Isanti,10,2008,16,85+
Itasca,1,2008,13,85+
Itasca,3,2008,11,85+
Itasca,5,2008,13,85+
Itasca,6,2008,12,85+
Itasca,7,2008,11,85+
Itasca,8,2008,12,85+
Itasca,9,2008,10,85+
Itasca,10,2008,13,85+
Itasca,11,2008,16,85+
Itasca,12,2008,11,85+
Kandiyohi,1,2008,18,85+
Kandiyohi,2,2008,16,85+
Kandiyohi,3,2008,19,85+
Kandiyohi,6,2008,14,85+
Kandiyohi,7,2008,11,85+
Kandiyohi,8,2008,13,85+
Kandiyohi,9,2008,14,85+
Kandiyohi,11,2008,20,85+
Kandiyohi,12,2008,18,85+
Lac qui Parle,1,2008,14,85+
Le Sueur,2,2008,10,85+
Le Sueur,12,2008,11,85+
Lincoln,12,2008,10,85+
Lyon,1,2008,11,85+
Lyon,2,2008,15,85+
Lyon,3,2008,12,85+
Lyon,4,2008,10,85+
Lyon,6,2008,10,85+
Lyon,11,2008,16,85+
Lyon,12,2008,12,85+
McLeod,4,2008,10,85+
McLeod,7,2008,11,85+
McLeod,8,2008,14,85+
McLeod,11,2008,11,85+
Martin,1,2008,10,85+
Martin,2,2008,11,85+
Martin,3,2008,10,85+
Martin,4,2008,12,85+
Martin,7,2008,15,85+
Martin,10,2008,10,85+
Martin,11,2008,12,85+
Meeker,1,2008,10,85+
Meeker,2,2008,11,85+
Meeker,11,2008,15,85+
Mille Lacs,2,2008,11,85+
Mille Lacs,3,2008,10,85+
Mille Lacs,8,2008,11,85+
Morrison,1,2008,11,85+
Morrison,3,2008,13,85+
Morrison,5,2008,10,85+
Morrison,7,2008,11,85+
Morrison,9,2008,10,85+
Morrison,11,2008,13,85+
Mower,1,2008,11,85+
Mower,3,2008,12,85+
Mower,4,2008,12,85+
Mower,5,2008,16,85+
Mower,6,2008,11,85+
Mower,7,2008,18,85+
Mower,8,2008,15,85+
Mower,9,2008,16,85+
Mower,10,2008,20,85+
Mower,11,2008,11,85+
Mower,12,2008,16,85+
Nicollet,3,2008,10,85+
Nicollet,7,2008,11,85+
Nicollet,10,2008,13,85+
Olmsted,1,2008,34,85+
Olmsted,2,2008,23,85+
Olmsted,3,2008,36,85+
Olmsted,4,2008,25,85+
Olmsted,5,2008,25,85+
Olmsted,6,2008,14,85+
Olmsted,7,2008,27,85+
Olmsted,8,2008,24,85+
Olmsted,9,2008,22,85+
Olmsted,10,2008,35,85+
Olmsted,11,2008,32,85+
Olmsted,12,2008,29,85+
Otter Tail,1,2008,31,85+
Otter Tail,2,2008,25,85+
Otter Tail,3,2008,25,85+
Otter Tail,4,2008,21,85+
Otter Tail,5,2008,15,85+
Otter Tail,6,2008,18,85+
Otter Tail,7,2008,20,85+
Otter Tail,8,2008,28,85+
Otter Tail,9,2008,17,85+
Otter Tail,10,2008,27,85+
Otter Tail,11,2008,18,85+
Otter Tail,12,2008,33,85+
Polk,1,2008,19,85+
Polk,2,2008,13,85+
Polk,3,2008,13,85+
Polk,4,2008,11,85+
Polk,5,2008,10,85+
Polk,6,2008,12,85+
Polk,7,2008,19,85+
Polk,8,2008,13,85+
Polk,9,2008,16,85+
Polk,10,2008,19,85+
Polk,11,2008,13,85+
Polk,12,2008,13,85+
Ramsey,1,2008,148,85+
Ramsey,2,2008,145,85+
Ramsey,3,2008,146,85+
Ramsey,4,2008,118,85+
Ramsey,5,2008,90,85+
Ramsey,6,2008,97,85+
Ramsey,7,2008,81,85+
Ramsey,8,2008,81,85+
Ramsey,9,2008,95,85+
Ramsey,10,2008,130,85+
Ramsey,11,2008,137,85+
Ramsey,12,2008,127,85+
Redwood,1,2008,12,85+
Redwood,12,2008,13,85+
Renville,1,2008,11,85+
Renville,2,2008,11,85+
Renville,3,2008,17,85+
Renville,5,2008,10,85+
Renville,12,2008,11,85+
Rice,1,2008,20,85+
Rice,2,2008,11,85+
Rice,3,2008,21,85+
Rice,4,2008,12,85+
Rice,5,2008,13,85+
Rice,6,2008,12,85+
Rice,7,2008,11,85+
Rice,9,2008,11,85+
Rice,10,2008,17,85+
Rice,11,2008,15,85+
Rice,12,2008,15,85+
Rock,1,2008,10,85+
St. Louis,1,2008,62,85+
St. Louis,2,2008,67,85+
St. Louis,3,2008,79,85+
St. Louis,4,2008,72,85+
St. Louis,5,2008,55,85+
St. Louis,6,2008,74,85+
St. Louis,7,2008,50,85+
St. Louis,8,2008,59,85+
St. Louis,9,2008,58,85+
St. Louis,10,2008,66,85+
St. Louis,11,2008,56,85+
St. Louis,12,2008,65,85+
Scott,1,2008,11,85+
Scott,2,2008,17,85+
Scott,3,2008,20,85+
Scott,4,2008,13,85+
Scott,5,2008,13,85+
Scott,6,2008,14,85+
Scott,7,2008,14,85+
Scott,9,2008,15,85+
Scott,10,2008,10,85+
Scott,11,2008,16,85+
Scott,12,2008,14,85+
Sherburne,1,2008,18,85+
Sherburne,2,2008,13,85+
Sherburne,3,2008,19,85+
Sherburne,5,2008,12,85+
Sherburne,6,2008,11,85+
Sherburne,7,2008,11,85+
Sherburne,8,2008,11,85+
Sherburne,9,2008,13,85+
Sherburne,10,2008,11,85+
Sherburne,11,2008,11,85+
Sherburne,12,2008,20,85+
Stearns,1,2008,29,85+
Stearns,2,2008,21,85+
Stearns,3,2008,34,85+
Stearns,4,2008,34,85+
Stearns,5,2008,27,85+
Stearns,6,2008,23,85+
Stearns,7,2008,15,85+
Stearns,8,2008,20,85+
Stearns,9,2008,22,85+
Stearns,10,2008,23,85+
Stearns,11,2008,20,85+
Stearns,12,2008,24,85+
Steele,2,2008,13,85+
Steele,3,2008,21,85+
Steele,10,2008,10,85+
Steele,12,2008,15,85+
Wabasha,12,2008,11,85+
Wadena,1,2008,14,85+
Waseca,2,2008,11,85+
Waseca,8,2008,10,85+
Washington,1,2008,49,85+
Washington,2,2008,33,85+
Washington,3,2008,40,85+
Washington,4,2008,31,85+
Washington,5,2008,38,85+
Washington,6,2008,23,85+
Washington,7,2008,20,85+
Washington,8,2008,34,85+
Washington,9,2008,31,85+
Washington,10,2008,31,85+
Washington,11,2008,33,85+
Washington,12,2008,31,85+
Winona,1,2008,11,85+
Winona,2,2008,16,85+
Winona,3,2008,14,85+
Winona,5,2008,10,85+
Winona,6,2008,17,85+
Winona,7,2008,12,85+
Winona,9,2008,15,85+
Winona,10,2008,18,85+
Winona,11,2008,19,85+
Winona,12,2008,10,85+
Wright,1,2008,18,85+
Wright,2,2008,17,85+
Wright,3,2008,24,85+
Wright,4,2008,14,85+
Wright,5,2008,16,85+
Wright,6,2008,14,85+
Wright,7,2008,18,85+
Wright,8,2008,14,85+
Wright,9,2008,12,85+
Wright,10,2008,15,85+
Wright,11,2008,24,85+
Wright,12,2008,16,85+
Hennepin,4,2009,12,1
Hennepin,7,2009,16,1
Hennepin,8,2009,11,15-24
Hennepin,2,2009,12,25-34
Hennepin,3,2009,16,25-34
Hennepin,4,2009,10,25-34
Hennepin,10,2009,17,25-34
Hennepin,1,2009,21,35-44
Hennepin,2,2009,17,35-44
Hennepin,3,2009,14,35-44
Hennepin,5,2009,11,35-44
Hennepin,6,2009,22,35-44
Hennepin,7,2009,17,35-44
Hennepin,8,2009,14,35-44
Hennepin,9,2009,12,35-44
Hennepin,10,2009,18,35-44
Hennepin,11,2009,20,35-44
Ramsey,1,2009,10,35-44
Ramsey,8,2009,10,35-44
Anoka,1,2009,16,45-54
Anoka,2,2009,14,45-54
Anoka,3,2009,11,45-54
Anoka,4,2009,14,45-54
Anoka,5,2009,19,45-54
Anoka,7,2009,14,45-54
Anoka,8,2009,15,45-54
Anoka,9,2009,10,45-54
Anoka,10,2009,13,45-54
Anoka,11,2009,14,45-54
Dakota,1,2009,10,45-54
Dakota,2,2009,16,45-54
Dakota,3,2009,14,45-54
Dakota,4,2009,17,45-54
Dakota,5,2009,14,45-54
Dakota,6,2009,13,45-54
Dakota,7,2009,14,45-54
Dakota,8,2009,16,45-54
Dakota,9,2009,11,45-54
Dakota,10,2009,15,45-54
Dakota,11,2009,11,45-54
Dakota,12,2009,20,45-54
Hennepin,1,2009,40,45-54
Hennepin,2,2009,40,45-54
Hennepin,3,2009,49,45-54
Hennepin,4,2009,43,45-54
